file_name,text,bin_category,normalized_length
/drive/MyDrive/Comp 542/IAM/words/e02/e02-086/e02-086-05-01.png,other,short,0.5
/drive/MyDrive/Comp 542/IAM/words/b06/b06-049/b06-049-05-08.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/e04/e04-132/e04-132-02-04.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c03/c03-007f/c03-007f-03-00.png,streets,short,0.75
/drive/MyDrive/Comp 542/IAM/words/f02/f02-044/f02-044-04-03.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h02/h02-037/h02-037-00-04.png,system,short,0.625
/drive/MyDrive/Comp 542/IAM/words/k03/k03-144/k03-144-06-06.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e01/e01-059/e01-059-05-07.png,or,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d06/d06-025/d06-025-04-01.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/f02/f02-020/f02-020-05-01.png,sessions,short,0.875
/drive/MyDrive/Comp 542/IAM/words/k02/k02-097/k02-097-08-04.png,',very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h07/h07-033a/h07-033a-00-06.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g07/g07-022b/g07-022b-05-04.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/j06/j06-018/j06-018-09-00.png,one,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e07/e07-061/e07-061-09-08.png,mantis,short,0.625
/drive/MyDrive/Comp 542/IAM/words/d05/d05-008/d05-008-03-06.png,high,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g07/g07-047/g07-047-00-07.png,left,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k07/k07-152/k07-152-04-04.png,asked,short,0.5
/drive/MyDrive/Comp 542/IAM/words/c04/c04-075/c04-075-01-06.png,when,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f04/f04-057/f04-057-08-01.png,tunnels,short,0.75
/drive/MyDrive/Comp 542/IAM/words/p02/p02-105/p02-105-05-05.png,come,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037f/g06-037f-02-00.png,took,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/h01/h01-027/h01-027-08-01.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/p03/p03-057/p03-057-05-06.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l04/l04-066/l04-066-03-01.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n06/n06-133/n06-133-04-04.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h02/h02-035/h02-035-00-06.png,Committee,short,1.0
/drive/MyDrive/Comp 542/IAM/words/b05/b05-050/b05-050-06-00.png,these,short,0.5
/drive/MyDrive/Comp 542/IAM/words/h07/h07-054a/h07-054a-08-04.png,area,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m03/m03-114/m03-114-09-04.png,our,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a06/a06-057/a06-057-03-07.png,double,short,0.625
/drive/MyDrive/Comp 542/IAM/words/j06/j06-034/j06-034-01-00.png,vertical,short,0.875
/drive/MyDrive/Comp 542/IAM/words/l07/l07-187/l07-187-03-01.png,trees,short,0.5
/drive/MyDrive/Comp 542/IAM/words/d01/d01-098/d01-098-00-03.png,this,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m01/m01-090/m01-090-02-06.png,obscene,short,0.75
/drive/MyDrive/Comp 542/IAM/words/b04/b04-075/b04-075-02-01.png,time,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c06/c06-116/c06-116-08-00.png,is,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g07/g07-007b/g07-007b-05-00.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003f/c03-003f-05-03.png,film,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n04/n04-114/n04-114-05-08.png,'re,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a03/a03-023/a03-023-00-06.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g07/g07-084/g07-084-03-02.png,Byron,short,0.5
/drive/MyDrive/Comp 542/IAM/words/b06/b06-110/b06-110-05-00.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-049x/a01-049x-03-07.png,affilia-,short,0.875
/drive/MyDrive/Comp 542/IAM/words/p03/p03-087/p03-087-07-05.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k04/k04-017/k04-017-05-03.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k02/k02-062/k02-062-01-02.png,relax,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a03/a03-023/a03-023-02-03.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f07/f07-088b/f07-088b-04-05.png,faculties,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047l/g06-047l-05-01.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a04/a04-010/a04-010-00-00.png,An,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l07/l07-052/l07-052-01-10.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a03/a03-047/a03-047-03-04.png,last,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a01/a01-068u/a01-068u-03-05.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/m02/m02-102/m02-102-00-05.png,circle,short,0.625
/drive/MyDrive/Comp 542/IAM/words/n04/n04-130/n04-130-02-04.png,going,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g07/g07-007a/g07-007a-09-04.png,RUBBISH,short,0.75
/drive/MyDrive/Comp 542/IAM/words/n04/n04-075/n04-075-03-06.png,both,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n02/n02-004/n02-004-08-00.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/j06/j06-005/j06-005-03-06.png,),very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g01/g01-034/g01-034-06-00.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-031k/g06-031k-00-13.png,!,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a01/a01-113/a01-113-04-09.png,first,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e04/e04-103/e04-103-01-05.png,Start,short,0.5
/drive/MyDrive/Comp 542/IAM/words/n04/n04-183/n04-183-00-05.png,went,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050a/g06-050a-03-08.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g07/g07-028b/g07-028b-01-01.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/f07/f07-021b/f07-021b-02-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/f07/f07-032b/f07-032b-11-05.png,fruits,short,0.625
/drive/MyDrive/Comp 542/IAM/words/p01/p01-147/p01-147-10-01.png,came,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018b/g06-018b-09-09.png,...,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l04/l04-020/l04-020-00-11.png,his,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/h07/h07-037a/h07-037a-06-02.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l01/l01-111/l01-111-08-00.png,produced,short,0.875
/drive/MyDrive/Comp 542/IAM/words/m03/m03-062/m03-062-05-01.png,an,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g05/g05-098/g05-098-00-03.png,our,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047o/g06-047o-02-01.png,year,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f07/f07-000/f07-000-08-00.png,would,short,0.5
/drive/MyDrive/Comp 542/IAM/words/l01/l01-016/l01-016-05-00.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b05/b05-032/b05-032-05-07.png,their,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045k/g06-045k-05-00.png,treated,short,0.75
/drive/MyDrive/Comp 542/IAM/words/d06/d06-091/d06-091-06-07.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l01/l01-173/l01-173-01-09.png,worked,short,0.625
/drive/MyDrive/Comp 542/IAM/words/b03/b03-025/b03-025-04-01.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b01/b01-113/b01-113-02-00.png,policy,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c04/c04-098/c04-098-01-10.png,But,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m04/m04-200/m04-200-04-09.png,"""",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c06/c06-011/c06-011-00-00.png,ALSO,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045b/g06-045b-00-03.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045j/g06-045j-01-07.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k07/k07-063a/k07-063a-03-01.png,no,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-096/g06-096-06-05.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a05/a05-116/a05-116-06-08.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e04/e04-011/e04-011-04-01.png,3,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h07/h07-063b/h07-063b-06-03.png,Bracknell,short,1.0
/drive/MyDrive/Comp 542/IAM/words/k03/k03-180/k03-180-02-05.png,business,short,0.875
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047m/g06-047m-01-02.png,described,short,1.0
/drive/MyDrive/Comp 542/IAM/words/d04/d04-101/d04-101-01-06.png,Oral,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p03/p03-072/p03-072-00-11.png,on,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l01/l01-173/l01-173-06-00.png,you,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d01/d01-016/d01-016-02-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-018f/g06-018f-02-07.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k03/k03-157/k03-157-04-08.png,them,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e07/e07-101/e07-101-08-01.png,block,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a01/a01-113/a01-113-08-00.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c06/c06-039/c06-039-04-04.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k04/k04-017/k04-017-02-10.png,wait,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/r02/r02-003/r02-003-01-07.png,only,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f04/f04-035/f04-035-01-10.png,lending,short,0.75
/drive/MyDrive/Comp 542/IAM/words/m04/m04-072/m04-072-07-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c03/c03-003a/c03-003a-02-01.png,again,short,0.5
/drive/MyDrive/Comp 542/IAM/words/r06/r06-062/r06-062-06-00.png,friends,short,0.75
/drive/MyDrive/Comp 542/IAM/words/k07/k07-166/k07-166-04-08.png,know,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g07/g07-022b/g07-022b-06-08.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k03/k03-152/k03-152-02-04.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-096/p03-096-00-09.png,enquired,short,0.875
/drive/MyDrive/Comp 542/IAM/words/b06/b06-056/b06-056-09-07.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a06/a06-000/a06-000-06-01.png,deal,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b06/b06-042/b06-042-09-05.png,am,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e02/e02-117/e02-117-03-03.png,done,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/d07/d07-102/d07-102-03-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/r06/r06-057/r06-057-02-01.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c03/c03-094b/c03-094b-02-02.png,always,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g04/g04-072/g04-072-01-09.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/l07/l07-190/l07-190-02-00.png,hand,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b02/b02-102/b02-102-06-01.png,chances,short,0.75
/drive/MyDrive/Comp 542/IAM/words/c03/c03-084d/c03-084d-02-01.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n03/n03-066/n03-066-00-11.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/n01/n01-036/n01-036-01-03.png,obscured,short,0.875
/drive/MyDrive/Comp 542/IAM/words/n04/n04-068/n04-068-03-06.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n04/n04-022/n04-022-00-03.png,known,short,0.5
/drive/MyDrive/Comp 542/IAM/words/h02/h02-008/h02-008-03-03.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e06/e06-021/e06-021-04-06.png,may,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g07/g07-084/g07-084-03-07.png,it,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b06/b06-053/b06-053-03-04.png,war,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b03/b03-114/b03-114-06-02.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n01/n01-057/n01-057-01-06.png,had,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m02/m02-072/m02-072-05-09.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-047n/g06-047n-03-07.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/n06/n06-100/n06-100-09-01.png,night,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011c/g06-011c-09-04.png,very,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e01/e01-081/e01-081-05-07.png,linen,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045d/g06-045d-04-07.png,under,short,0.5
/drive/MyDrive/Comp 542/IAM/words/e06/e06-049/e06-049-06-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k01/k01-051/k01-051-01-02.png,could,short,0.5
/drive/MyDrive/Comp 542/IAM/words/m01/m01-084/m01-084-05-00.png,shaving,short,0.75
/drive/MyDrive/Comp 542/IAM/words/k07/k07-146/k07-146-04-01.png,last,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-094c/c03-094c-06-05.png,with,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042n/g06-042n-01-05.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p03/p03-004/p03-004-09-06.png,parts,short,0.5
/drive/MyDrive/Comp 542/IAM/words/a02/a02-124/a02-124-03-05.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d06/d06-030/d06-030-01-04.png,The,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-020u/a01-020u-08-05.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/h04/h04-061/h04-061-06-04.png,1956,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-096f/c03-096f-05-05.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b01/b01-094/b01-094-04-00.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a05/a05-039/a05-039-06-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/r02/r02-065/r02-065-04-05.png,were,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-101/g06-101-02-03.png,ill,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-003/a01-003-05-07.png,not,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r06/r06-090/r06-090-05-05.png,),very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g07/g07-050/g07-050-07-04.png,be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b05/b05-074/b05-074-00-02.png,believed,short,0.875
/drive/MyDrive/Comp 542/IAM/words/a04/a04-103/a04-103-00-04.png,that,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037e/g06-037e-03-03.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e04/e04-000/e04-000-05-03.png,used,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/m03/m03-114/m03-114-06-07.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e07/e07-066/e07-066-02-00.png,cooperate,short,1.0
/drive/MyDrive/Comp 542/IAM/words/m02/m02-059/m02-059-06-05.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/p06/p06-104/p06-104-02-03.png,wife,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/n02/n02-146/n02-146-01-18.png,she,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a05/a05-025/a05-025-09-01.png,Francis,short,0.75
/drive/MyDrive/Comp 542/IAM/words/h07/h07-071a/h07-071a-08-00.png,young,short,0.5
/drive/MyDrive/Comp 542/IAM/words/f04/f04-004/f04-004-04-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g01/g01-039/g01-039-01-01.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g01/g01-074/g01-074-00-04.png,turmoil,short,0.75
/drive/MyDrive/Comp 542/IAM/words/c06/c06-039/c06-039-00-04.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/j06/j06-051/j06-051-00-02.png,may,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m04/m04-072/m04-072-01-09.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/l01/l01-030/l01-030-00-05.png,he,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d06/d06-041/d06-041-05-03.png,danger,short,0.625
/drive/MyDrive/Comp 542/IAM/words/d04/d04-053/d04-053-04-09.png,course,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042m/g06-042m-01-09.png,for,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d01/d01-080/d01-080-05-08.png,Fourth,short,0.625
/drive/MyDrive/Comp 542/IAM/words/n04/n04-052/n04-052-05-09.png,her,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g07/g07-028a/g07-028a-03-03.png,tempted,short,0.75
/drive/MyDrive/Comp 542/IAM/words/g04/g04-026/g04-026-04-06.png,them,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a01/a01-003u/a01-003u-00-02.png,may,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k04/k04-075/k04-075-04-07.png,urged,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011c/g06-011c-03-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-034/b04-034-01-05.png,ahead,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050k/g06-050k-03-04.png,symptoms,short,0.875
/drive/MyDrive/Comp 542/IAM/words/l01/l01-023/l01-023-00-00.png,He,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e07/e07-003/e07-003-01-04.png,nature,short,0.625
/drive/MyDrive/Comp 542/IAM/words/l04/l04-174/l04-174-02-06.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/k07/k07-185/k07-185-00-02.png,used,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c04/c04-050/c04-050-02-03.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037d/g06-037d-02-09.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/j04/j04-015/j04-015-06-01.png,by,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/l04/l04-012/l04-012-01-06.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-050g/g06-050g-02-09.png,told,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a02/a02-098/a02-098-07-05.png,reject,short,0.625
/drive/MyDrive/Comp 542/IAM/words/j04/j04-035/j04-035-07-01.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/e07/e07-108/e07-108-06-06.png,;,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/a04/a04-103/a04-103-02-04.png,-,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/m04/m04-038/m04-038-01-05.png,mountain,short,0.875
/drive/MyDrive/Comp 542/IAM/words/b06/b06-045/b06-045-05-06.png,fight,short,0.5
/drive/MyDrive/Comp 542/IAM/words/p01/p01-168/p01-168-01-05.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k02/k02-067/k02-067-07-02.png,I,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/c03/c03-087c/c03-087c-01-06.png,generate,short,0.875
/drive/MyDrive/Comp 542/IAM/words/n02/n02-109/n02-109-03-04.png,possibly,short,0.875
/drive/MyDrive/Comp 542/IAM/words/h02/h02-024/h02-024-07-03.png,known,short,0.5
/drive/MyDrive/Comp 542/IAM/words/d07/d07-082/d07-082-08-00.png,elsewhere,short,1.0
/drive/MyDrive/Comp 542/IAM/words/g01/g01-067/g01-067-01-00.png,attempt,short,0.75
/drive/MyDrive/Comp 542/IAM/words/n03/n03-113/n03-113-03-00.png,her,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a05/a05-113/a05-113-06-00.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n02/n02-082a/n02-082a-01-03.png,gaze,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/e02/e02-082/e02-082-02-05.png,necessity,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a05/a05-113/a05-113-01-02.png,asked,short,0.5
/drive/MyDrive/Comp 542/IAM/words/g04/g04-026/g04-026-03-07.png,basses,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g05/g05-087/g05-087-00-04.png,from,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042o/g06-042o-00-04.png,be,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/m04/m04-012/m04-012-02-06.png,of,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/d06/d06-000/d06-000-05-04.png,to,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/g06/g06-011o/g06-011o-05-09.png,people,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g06/g06-093/g06-093-06-02.png,you,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g04/g04-026/g04-026-02-00.png,old,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-016a/c03-016a-01-06.png,A,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k04/k04-103/k04-103-01-12.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/f07/f07-019b/f07-019b-05-01.png,dishes,short,0.625
/drive/MyDrive/Comp 542/IAM/words/n03/n03-082/n03-082-00-07.png,and,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b01/b01-014/b01-014-05-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/m04/m04-007/m04-007-04-00.png,Aboard,short,0.625
/drive/MyDrive/Comp 542/IAM/words/e07/e07-086/e07-086-01-05.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g06/g06-037d/g06-037d-01-09.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d06/d06-020/d06-020-08-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/a01/a01-030x/a01-030x-04-03.png,an,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/e02/e02-100/e02-100-04-06.png,different,short,1.0
/drive/MyDrive/Comp 542/IAM/words/c04/c04-004/c04-004-04-02.png,But,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/r03/r03-030/r03-030-03-02.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b05/b05-055/b05-055-00-06.png,home,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/c03/c03-000d/c03-000d-03-00.png,duced,short,0.5
/drive/MyDrive/Comp 542/IAM/words/m02/m02-080/m02-080-03-09.png,a,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-162/b04-162-03-02.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/k02/k02-093/k02-093-01-02.png,made,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/p02/p02-090/p02-090-02-02.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/b04/b04-169/b04-169-02-03.png,too,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/b05/b05-032/b05-032-05-00.png,To,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/b03/b03-114/b03-114-03-06.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k04/k04-099/k04-099-03-04.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-042b/g06-042b-01-01.png,",",very short,0.0
/drive/MyDrive/Comp 542/IAM/words/d04/d04-012/d04-012-04-05.png,as,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/h01/h01-000/h01-000-00-00.png,Questions,short,1.0
/drive/MyDrive/Comp 542/IAM/words/a05/a05-048/a05-048-10-01.png,Army,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/f07/f07-032b/f07-032b-01-01.png,perfumes,short,0.875
/drive/MyDrive/Comp 542/IAM/words/c03/c03-094a/c03-094a-04-00.png,events,short,0.625
/drive/MyDrive/Comp 542/IAM/words/c04/c04-116/c04-116-00-16.png,well,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/a06/a06-044/a06-044-05-08.png,Mr.,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/k02/k02-018/k02-018-05-06.png,He,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/a03/a03-023/a03-023-04-00.png,province,short,0.875
/drive/MyDrive/Comp 542/IAM/words/b01/b01-038/b01-038-05-02.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/g07/g07-047/g07-047-05-03.png,the,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/d04/d04-066/d04-066-08-06.png,befall,short,0.625
/drive/MyDrive/Comp 542/IAM/words/g04/g04-007/g04-007-05-07.png,1910,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/b06/b06-059/b06-059-01-09.png,were,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k07/k07-059a/k07-059a-06-00.png,himself,short,0.75
/drive/MyDrive/Comp 542/IAM/words/d05/d05-025/d05-025-03-06.png,was,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c03/c03-081b/c03-081b-02-07.png,in,very short,0.125
/drive/MyDrive/Comp 542/IAM/words/m01/m01-115/m01-115-04-07.png,just,very short,0.375
/drive/MyDrive/Comp 542/IAM/words/k02/k02-112/k02-112-01-03.png,His,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/c06/c06-031/c06-031-01-08.png,.,very short,0.0
/drive/MyDrive/Comp 542/IAM/words/g06/g06-045f/g06-045f-04-08.png,founder,short,0.75
/drive/MyDrive/Comp 542/IAM/words/j04/j04-035/j04-035-01-01.png,but,very short,0.25
/drive/MyDrive/Comp 542/IAM/words/n03/n03-126/n03-126-03-06.png,upside,short,0.625
/drive/MyDrive/Comp 542/IAM/words/a03/a03-063/a03-063-04-05.png,space,short,0.5
/drive/MyDrive/Comp 542/IAM/words/m06/m06-091/m06-091-03-04.png,plan,very short,0.375
